review,rating,date,bank,source
"How can I get authorization key to access my bank account through mobile CBE app? I zipped it due to space issue and when I try to unzip the app it stop working. Now, I have to process all the steps again. How can I do that as I am not currently in Ethiopia to access my account? Please please please support me",2,2020-07-20,CBE,Google Play
I deleted the app and redownloaded it again but I couldn't connect because it asks an authorisation key number....how do I know it,2,2020-07-16,CBE,Google Play
frequently failed and needs authorization.,2,2019-03-26,CBE,Google Play
I was using this up for while but after I logged out for several weeks and tried it again it failed to log in .. then I Uninstall the and tried it again after reinstall but somehow it needs a verification code form CBE,2,2019-03-22,CBE,Google Play
Please try to link the updated version.,2,2019-03-19,CBE,Google Play
sms code did not work,2,2019-03-13,CBE,Google Play
Please don't release update because after update it says unfortunately stoped! what is wrong?ohhh,2,2019-03-09,CBE,Google Play
update ከሆነ ቡሀላ ባግባቡ አይሰራም በተቻለ መጠን በፍጥነት አስተካክሉት የመጀመሪያው የተሻለ ነበር,2,2019-03-05,CBE,Google Play
Very bad app from the so called largest bank in Ethiopia. It keeps crashing after the new update and the interface is ugly.,2,2019-03-04,CBE,Google Play
it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,2,2019-03-04,CBE,Google Play
this Last update is defective. the app is crashing after I updated it. please do fix it.,2,2019-03-04,CBE,Google Play
It was somehow good but need improvement!,2,2017-08-11,CBE,Google Play
"When transaction are made it displays error and made no entry in the transaction list. When i made the second transaction it deduct twice a very serious bug that should be handled soon, i faced twice in a month. After all it is individual's money you are dealing with.",2,2017-03-19,CBE,Google Play
Woooow,2,2016-10-27,CBE,Google Play
Good,2,2016-08-05,CBE,Google Play
Downloaded and I've to go cbe branch ...not any branch.,2,2016-05-04,CBE,Google Play
Very nice,2,2015-02-17,CBE,Google Play
For Samsung S3 it doesn't work properly (isn't compatible ) please fix it.,2,2014-12-19,CBE,Google Play
"no one can ever get it work.  Completely unfinished app. please complete all the path.  it is more useful when it is a whole app.. This is a waste of time. guys, Don't download it.  I like the idea though.",2,2014-11-23,CBE,Google Play
Its good,2,2014-11-16,CBE,Google Play
Help me to get an authorization code as soon as possible please!,2,2014-08-27,CBE,Google Play
"it is very cool app ti me, but unfinished description and guide yet! .",2,2014-03-03,CBE,Google Play
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play
lower system everything,3,2025-05-30,CBE,Google Play
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play
good,3,2025-05-06,CBE,Google Play
verygood,3,2025-05-05,CBE,Google Play
do not work this week,3,2025-04-30,CBE,Google Play
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play
ok,3,2025-04-16,CBE,Google Play
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play
everthing wellbeok,3,2025-04-13,CBE,Google Play
the best app,3,2025-04-12,CBE,Google Play
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play
to slow,3,2025-04-09,CBE,Google Play
bugs,3,2025-04-07,CBE,Google Play
Good!👍,3,2025-04-05,CBE,Google Play
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play
there is some issue the process it delay,3,2025-03-31,CBE,Google Play
interesting,3,2025-03-30,CBE,Google Play
The sum is good.,3,2025-03-30,CBE,Google Play
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play
you must added dark mode options ❗,3,2025-03-25,CBE,Google Play
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,CBE,Google Play
no screenshot and biometrics on this version wtfk?,3,2025-03-21,CBE,Google Play
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,CBE,Google Play
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,CBE,Google Play
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,CBE,Google Play
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,CBE,Google Play
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,CBE,Google Play
Good app,3,2025-03-10,CBE,Google Play
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,CBE,Google Play
good,3,2025-03-02,CBE,Google Play
It is good but i can not install the app why? And the other one is it is better to show the earliest transactions for instanse before 30 days ago,3,2025-02-27,CBE,Google Play
Sometimes it does not.work,3,2025-02-27,CBE,Google Play
"I have been using the App since it is first released and it has been nice, but the latest Update are very worse the app crashes frequently and drains battery highly.",3,2025-02-27,CBE,Google Play
FIX THE BUG! so frustrating,3,2025-02-25,CBE,Google Play
Guys after the last update it's crushing a lot like alot look in to it,3,2025-02-22,CBE,Google Play
It have a bug it keeps shut down when I open the app. Without any notification. Please fix the bug.,3,2025-02-22,CBE,Google Play
utilizes too much power & Crashes often,3,2025-02-20,CBE,Google Play
Wow,3,2025-02-19,CBE,Google Play
ዋውነው,3,2025-02-17,CBE,Google Play
Nice app,3,2025-02-17,CBE,Google Play
Very good 😊,3,2025-02-14,CBE,Google Play
It is not functioning most of the time,3,2025-02-13,CBE,Google Play
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,CBE,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,CBE,Google Play
I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,3,2025-02-09,CBE,Google Play
Is not useful,3,2025-02-08,CBE,Google Play
Like,3,2025-02-08,CBE,Google Play
Good,3,2025-02-07,CBE,Google Play
አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,3,2025-02-07,CBE,Google Play
App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,CBE,Google Play
Best service,3,2025-02-05,CBE,Google Play
