review,rating,date,bank,source,sentiment,sentiment_score
አፓችሁ እንደኔ ይቀረዋል እንደ ቴሌ ብር ማድረግ አለባችሁ ካሽ በ ኢቲኤም ያለ ካርድ ማውጫ ጨምሩበት ሌሎች ያላቸው ጥሩ ነገሮችን ኮርጁ በዳታ ያለ ብር ዳታ በማብራት ብቻ ያለ ሳንቲም እንዲሰራ ቀል አርጉት,3,2023-10-23,CBE,Google Play,negative,0.962749183177948
Not active always,3,2023-10-21,CBE,Google Play,negative,0.9996689558029175
Not consistent,3,2023-10-15,CBE,Google Play,negative,0.9997867941856384
This is the only bank that charges money for transferring from cbe to cbe acount i hope that u reconsider this idea plz,3,2023-10-15,CBE,Google Play,negative,0.9954462647438049
"Nothing is working after the last update. Please fix it. With the previous version, when transfering money, it shows error message while the transfer is already made. It is causing unnecessary double transfers.",3,2023-10-12,CBE,Google Play,negative,0.9997418522834778
Good,3,2023-10-09,CBE,Google Play,positive,0.9998161196708679
Some what good app,3,2023-10-06,CBE,Google Play,positive,0.999840497970581
nice,3,2023-09-26,CBE,Google Play,positive,0.9998552799224854
Easy but lagging all the time,3,2023-09-22,CBE,Google Play,negative,0.998812198638916
nice...,3,2023-09-21,CBE,Google Play,positive,0.9998626708984375
The application used to work just fine a few month's before however recently it is not wornking properly and dosen't show any recent transaction.,3,2023-09-05,CBE,Google Play,negative,0.9993935823440552
"As CBE is the main commercial bank in the country, we expect more on the development of the app regarding login security . Finger print login option should include on the next update release. Because most people have smart phones on this day.",3,2023-09-05,CBE,Google Play,negative,0.9966980218887329
Good appp,3,2023-09-02,CBE,Google Play,positive,0.9998493194580078
Very very slow app i have no idea,3,2023-08-28,CBE,Google Play,negative,0.9996479749679565
Góod and easy app,3,2023-08-23,CBE,Google Play,positive,0.9998618364334106
ኘነኘ ጀዘጀጨ,3,2023-08-13,CBE,Google Play,negative,0.7850590348243713
የሲስተም ችግር በብዛት ይታያል። Its becoming unreliable payment system,3,2023-08-12,CBE,Google Play,negative,0.999202311038971
Why cant i see my bank statements.or past tramsactions beyond a few.,3,2023-08-10,CBE,Google Play,negative,0.996000349521637
Best,3,2023-08-10,CBE,Google Play,positive,0.9997941851615906
"I like the app because it is fast for transaction. But still you have to work on it like user full name, bank statement pdf pin at the end of the app. You have to add that features on it. Thank you.",3,2023-08-06,CBE,Google Play,positive,0.9936368465423584
Its good app,3,2023-07-24,CBE,Google Play,positive,0.9998613595962524
Good,3,2023-07-21,CBE,Google Play,positive,0.9998161196708679
"Please include a mechanism to sort out a statement for a transaction with a single person or enterprise, on ur cbe birr or mobile banking",3,2023-07-21,CBE,Google Play,negative,0.9895219206809998
"It's not consistent. Now you can use , tomorrow you can't. Until then you don't know when's goin to be fixed 😕",3,2023-07-03,CBE,Google Play,negative,0.9996509552001953
It simply expires with in short period of time. And also it optionally sends multiple times.,3,2023-07-03,CBE,Google Play,negative,0.9577770829200745
Best,3,2023-06-06,CBE,Google Play,positive,0.9997941851615906
"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",3,2023-06-05,CBE,Google Play,negative,0.9994332194328308
"The app is always buggy, you've to fix: 1. Transfer history. 2. The double(duplicate) transfer issue which everyone faces, were it gives our error and I've to transfer for a second time thinking it didn't work and both transferred transfers go through.",3,2023-05-29,CBE,Google Play,negative,0.9995988011360168
Why is the Beneficiary menu removed in this update? I'm using S9+ and running android 10...,3,2023-05-26,CBE,Google Play,negative,0.9993185997009277
I like your Apps CBE but sometimes I face a problem like transaction mistake.,3,2023-05-25,CBE,Google Play,negative,0.9990615248680115
Seems very Good,3,2023-05-20,CBE,Google Play,positive,0.9998571872711182
I believe this app is fantastic,3,2023-05-12,CBE,Google Play,positive,0.9998501539230347
So helpful!,3,2023-04-28,CBE,Google Play,positive,0.9997031092643738
Network dependent,3,2023-04-25,CBE,Google Play,positive,0.6699030995368958
አፑ በጣም ምርጥ ነው*** ስጠቀምበት ነበር ከፋሲካ በዓል ቀደም ብሎ ከነበሩት ቀናት ጀምሮ ግን ልጠቀምበት አልቻልኩም። ከእናንተ ነው ወይስ ከባንኩ ሲስተም ፈጣን እርማት ይደረግ።,3,2023-04-22,CBE,Google Play,negative,0.9588854312896729
This app is good for daily transction systems,3,2023-04-20,CBE,Google Play,positive,0.9966673254966736
It have some bugs get stuck time to time but very easy to use I like it,3,2023-04-20,CBE,Google Play,positive,0.9983274340629578
Ok,3,2023-04-14,CBE,Google Play,positive,0.9997851252555847
It's good but recently it's not showing My Recent Transactions so do something about it,3,2023-04-14,CBE,Google Play,positive,0.9941596984863281
Update sidereg lemn recent transaction yetefal,3,2023-04-08,CBE,Google Play,negative,0.9920394420623779
Says failed even if transaction completed... twice error,3,2023-04-06,CBE,Google Play,negative,0.9995540976524353
Nice,3,2023-04-04,CBE,Google Play,positive,0.9998552799224854
We need update How to updated the app,3,2023-03-23,CBE,Google Play,negative,0.9966392517089844
Where can i get verfication code,3,2023-03-20,CBE,Google Play,negative,0.998046875
"The good thing is its simplicity to undertake the basic functions. Updates with improvements and fixes should have been released by now. Please fix. 5 years after last review… Issues with beneficiary are fixed. However, still unable to track transactions much less to download in appropriate formats. This feature got diminished in the latest update. Please improve and fix.",3,2023-03-15,CBE,Google Play,negative,0.9920572638511658
"The app is good. However, whenever you changed your phone it requires authorization ID, approaching a branch is mandatory. The password reset option should be available to the user by adding other security details like user name, biometrics, account number, etc.",3,2023-03-10,CBE,Google Play,positive,0.9266194701194763
It's a good update but the system doesn't work a lot of time,3,2023-03-10,CBE,Google Play,negative,0.9968298077583313
The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,3,2023-03-09,CBE,Google Play,negative,0.9641017913818359
"It is a very simple and convenient application, if exporting or downloading option included more preferable",3,2023-03-05,CBE,Google Play,positive,0.9955143332481384
Ni ce app,3,2023-02-21,CBE,Google Play,negative,0.8808465003967285
.jk,3,2023-02-19,CBE,Google Play,positive,0.9728876352310181
Good,3,2023-02-16,CBE,Google Play,positive,0.9998161196708679
Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,3,2023-01-29,CBE,Google Play,negative,0.9995114803314209
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,CBE,Google Play,positive,0.6459206938743591
J ቸተደመ 😁😅,3,2023-01-28,CBE,Google Play,positive,0.6428147554397583
"Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this",3,2023-01-17,CBE,Google Play,positive,0.999133288860321
Simple,3,2023-01-11,CBE,Google Play,positive,0.9996788501739502
Dosn't work in these 3 days,3,2022-12-26,CBE,Google Play,negative,0.9972986578941345
"It is a very good application, but, when I open the recent transactions it almost crashes or stops responding. You need to fix this.",3,2022-12-25,CBE,Google Play,negative,0.9974367022514343
It's the best app for banking I've ever had. It was very effective and provide fast and urgent services but currently it's detororiating.,3,2022-12-19,CBE,Google Play,negative,0.9888707995414734
It's okay not bad,3,2022-12-12,CBE,Google Play,positive,0.999751627445221
It was good but there are some things missing like 1- can't get more than 10 transection so you add to get last 6 month transection.,3,2022-12-08,CBE,Google Play,negative,0.997306227684021
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,CBE,Google Play,negative,0.9928448796272278
"Good,inshaalluah",3,2022-11-17,CBE,Google Play,positive,0.9998328685760498
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16,CBE,Google Play,negative,0.8583902716636658
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,3,2022-11-11,CBE,Google Play,negative,0.9996577501296997
Good Application 👍 ✅️,3,2022-11-09,CBE,Google Play,positive,0.9997643828392029
IT is good,3,2022-11-08,CBE,Google Play,positive,0.9998494386672974
3 years,3,2022-10-21,CBE,Google Play,positive,0.9719199538230896
With this app i can not share or download transaction data after pay or transfer,3,2022-10-18,CBE,Google Play,negative,0.9954807758331299
It is not synchronizing. It was working nicely for me but now not updating my balance. Talked to the bankers but failed to solve it.,3,2022-10-01,CBE,Google Play,negative,0.9997197985649109
its good only where mobile data and wifi avelible areas,3,2022-10-01,CBE,Google Play,positive,0.7761744856834412
Super fast app good work,3,2022-09-30,CBE,Google Play,positive,0.9998477697372437
Its good. But recently i have been having some problems. The app is transferring my money for a second time after i do. It shows the first transfer has failed and i usually do it again. Then after it shows that i have made two transfers. Could you fix this. Thank you,3,2022-09-15,CBE,Google Play,negative,0.9969295859336853
There is a problem with the app after the new update I can't share the transaction,3,2022-09-04,CBE,Google Play,negative,0.9995705485343933
"The app is unresponsive the time when the fragments are attached. It is just like shivering. Still, I can't download the transaction history instead it just toasted me can't save. Please consider all this things. But I would recommed you to use a tab layout. This is because, consider I am using latest Samsung 🤔 device, how do you think that your app is running on other damn devices like techno and itel ? It is horrible.",3,2022-08-26,CBE,Google Play,negative,0.9992790818214417
Good app but when i want to tranfer to other banks there is ZEMZEM BANK and HIJRA BENK . add these banks.,3,2022-08-11,CBE,Google Play,positive,0.575634241104126
