review,rating,date,bank,source,sentiment,sentiment_score,clean_review,themes
That is good bank but there is something wrong 😕,2,2023-03-04,CBE,Google Play,negative,0.9947009086608888,good bank wrong,other
History section is very bad,2,2023-02-22,CBE,Google Play,negative,0.9997945427894592,history section bad,other
ጥሩ ነው ግን በጣም ሃላ ቀር ነው ብዙ ነገር ይቀረዋል በደምብ አሻሸሉ,2,2022-12-01,CBE,Google Play,negative,0.9489791989326476,ጥሩ ነው ግን በጣም ሃላ ቀር ነው ብዙ ነገር ይቀረዋል በደምብ አሻሸሉ,other
Lot of things missing and doesn't update quickly,2,2022-10-23,CBE,Google Play,negative,0.9987984895706176,lot thing miss update quickly,other
Good,2,2022-10-17,CBE,Google Play,positive,0.999816119670868,good,other
Why there is no ussd service for mobile banking.,2,2022-10-08,CBE,Google Play,negative,0.9983702301979064,ussd service mobile banking,other
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play,negative,0.9983518123626708,well thing trarnsfer bank rtgs cost cent birr mean birr birr fair cost abyssinia bank rtg cost birr transfer want pls update ur system,features
Exlent app..,2,2022-09-08,CBE,Google Play,negative,0.979752004146576,exlent app,other
"Nice ui, but it fails to update info constantly after the recent update. The transition is not smooth, with 120hz refresh rate its not smooth seems like very old. Need to add more security, whenever someone exits the app and returns from recent tab it just opens, it should have asked to insert pin everytime someone returns back. Fix these things",2,2022-09-04,CBE,Google Play,negative,0.998551905155182,nice ui fail update info constantly recent update transition smooth refresh rate smooth like old need add security exit app return recent tab open ask insert pin everytime return fix thing,access
Can't download or share transaction summary.,2,2022-08-23,CBE,Google Play,negative,0.9987969398498536,download share transaction summary,other
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,2,2022-07-02,CBE,Google Play,negative,0.9983342289924622,app notification code link phone email mean change phone access account easily,features
Most of the times I receive text of my balance the next day.,2,2022-06-30,CBE,Google Play,negative,0.9914199113845824,time receive text balance day,other
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,CBE,Google Play,negative,0.9901832938194276,low security system require space dose diserve,other
I can't open it when I change phone horror!,2,2022-06-12,CBE,Google Play,negative,0.998276948928833,open change phone horror,other
It was good until I have many transactions then it started to stack and lagg,2,2022-05-26,CBE,Google Play,negative,0.7652022838592529,good transaction start stack lagg,other
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,CBE,Google Play,negative,0.9982894062995912,time need reconfiger physical presentation online access give user,other
Best bank of Ethiopia good,2,2022-04-19,CBE,Google Play,positive,0.9998111128807068,good bank ethiopia good,other
Difficult to link two accounts,2,2022-04-15,CBE,Google Play,negative,0.9997584223747252,difficult link account,other
Ridiculous,2,2022-04-14,CBE,Google Play,negative,0.9996989965438844,ridiculous,other
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play,negative,0.9994576573371888,deduct order start difficult use mobile banking,other
"It is good service, but the service charge is not fair. I prefer to get the service in physical or ATM unless otherwise diffulty case happened.",2,2022-03-02,CBE,Google Play,negative,0.985978662967682,good service service charge fair prefer service physical atm diffulty case happen,other
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2,2022-02-25,CBE,Google Play,negative,0.9995111227035522,use application week outside ethiopia able transact disaster,other
Scheme of further security is no doubt good,2,2022-02-22,CBE,Google Play,positive,0.99892657995224,scheme security doubt good,other
After i update it's very slow and not working good,2,2022-02-18,CBE,Google Play,negative,0.9997357726097108,update slow work good,performance
Good App,2,2022-02-12,CBE,Google Play,positive,0.9998493194580078,good app,other
"Some buttons get stuck, like the transfer button",2,2022-02-12,CBE,Google Play,negative,0.9986640214920044,button stick like transfer button,features
"Currently not working, but was a great app!",2,2022-02-11,CBE,Google Play,positive,0.99610435962677,currently work great app,other
WI-FI and Mobile data integration is nope! Other updates not worked on Sysy ...,2,2022-02-11,CBE,Google Play,negative,0.9994202852249146,wi fi mobile datum integration nope update work sysy,other
System stopped suddenly from working. Very unreliable system which fails when you need it.,2,2022-02-04,CBE,Google Play,negative,0.9997101426124572,system stop suddenly work unreliable system fail need,access
Not working all of a sudden. I do not even know who to call to fix the bug. Disappointed as usual. I believe I need to visit the Branch to get the app fixed. Come on guys! It is not a car we are in 2022 for God sake. .,2,2022-01-13,CBE,Google Play,negative,0.9997557997703552,work sudden know fix bug disappoint usual believe need visit branch app fix come guy car god sake,other
It was working good from ET and outside the country but after recent update. No more working!,2,2021-12-30,CBE,Google Play,negative,0.9946228265762328,work good et outside country recent update work,other
Interesting,2,2021-12-21,CBE,Google Play,positive,0.9998446702957152,interesting,other
Not working properly,2,2021-11-25,CBE,Google Play,negative,0.999784767627716,work properly,other
It's just fine,2,2021-11-25,CBE,Google Play,positive,0.9998652935028076,fine,other
It's not showing the second account and takes long on loading,2,2021-11-12,CBE,Google Play,negative,0.9996131062507628,show second account take long load,other
Transcation information available only for a very short period of time. Unstable when used for two accounts. It sometimes doesn't show me my second account.,2,2021-10-24,CBE,Google Play,negative,0.998755931854248,transcation information available short period time unstable account second account,other
I looke best application to work in the future,2,2021-10-05,CBE,Google Play,positive,0.992123544216156,looke good application work future,other
It is good app before but now it's not working properly,2,2021-09-21,CBE,Google Play,negative,0.9987711310386658,good app work properly,other
"Not able to get transaction list, it has very few options from what other Banks mobile app offer. It needs improvement.",2,2021-09-10,CBE,Google Play,negative,0.9995711445808412,able transaction list option bank mobile app offer need improvement,other
Why it's not found on App Gallery for Huawei users?,2,2021-08-27,CBE,Google Play,negative,0.9995107650756836,find app gallery huawei user,other
"Was so nice, days ago. But since last week I couldn't transfer and use it, properly. Would you forwarded me any option, please ? Thank you!",2,2021-08-23,CBE,Google Play,positive,0.8652477264404297,nice day ago week transfer use properly forwarded option thank,features
"The last update is not working properly, please fix the bug fast",2,2021-08-13,CBE,Google Play,negative,0.9997782111167908,update work properly fix bug fast,other
very limited option we could see the previous transactions.,2,2021-08-09,CBE,Google Play,negative,0.9986044764518738,limited option previous transaction,other
"It is not functional after installing error message says ""this device is rooted.you can't use this app."" i think it is not compatible for android 10",2,2021-08-04,CBE,Google Play,negative,0.9995784163475036,functional instal error message say device use app think compatible android,other
